"","sample","species","nReads"
"4818","TW_201706","Chrysochromulina sp. CCMP291",115
"4819","TW_201706","Cliona chilensis",14
"4820","TW_201706","Clytia languida",16
"4821","TW_201706","Crassostrea gigas",9
"4822","TW_201706","Cylindrotheca closterium",14652
"4823","TW_201706","Cylindrotheca fusiformis",21
"4824","TW_201706","Cymbomonas tetramitiformis",394
"4825","TW_201706","Cyphoderia cf. compressa",5
"4826","TW_201706","Dendraster excentricus",7559
"4827","TW_201706","Dictyocha speculum",13
"4828","TW_201706","Dolichomastix tenuilepis",154
"4829","TW_201706","Emiliania huxleyi",13052
"4830","TW_201706","Gallus gallus",113
"4831","TW_201706","Gelidium vagum",48
"4832","TW_201706","Gracilaria vermiculophylla",3870
"4833","TW_201706","Harpacticoida sp. DNZ085",580
"4834","TW_201706","Hemipodia simplex",237
"4835","TW_201706","Homo sapiens",31
"4836","TW_201706","Lagenidium giganteum",4
"4837","TW_201706","Lichtheimia ramosa",86
"4838","TW_201706","Maculaura alaskensis",117
"4839","TW_201706","Mayamaea permitis",3
"4840","TW_201706","Melosira nummuloides",7
"4841","TW_201706","Micromonas pusilla",33569
"4842","TW_201706","Minutocellus polymorphus",15852
"4843","TW_201706","Monocorophium acherusicum",5
"4844","TW_201706","Mytilus trossulus",72
"4845","TW_201706","Nanomia cara",30
"4846","TW_201706","Navicula cryptocephala",756
"4847","TW_201706","Navicula sp. BOLD:AAO6951",38
"4848","TW_201706","Nereis vexillosa",3
"4849","TW_201706","Nitzschia cf. promare",81
"4850","TW_201706","Nitzschia cf. recta RT-2009",3
"4851","TW_201706","Nitzschia longissima",921
"4852","TW_201706","Nitzschia palea",62
"4853","TW_201706","Nuttallia olivacea",181
"4854","TW_201706","Ostrea lurida",2596
"4855","TW_201706","Paracalanus sp. C AC-2013",1905
"4856","TW_201706","Pedospumella sinomuralis",28
"4857","TW_201706","Penicillium rubens",118
"4858","TW_201706","Phaeocystis antarctica",164
"4859","TW_201706","Pinnularia acrosphaeria",40
"4860","TW_201706","Pisaster brevispinus",150
"4861","TW_201706","Pisaster ochraceus",375
"4862","TW_201706","Plagiogramma sp. IAL-2014a",6
"4863","TW_201706","Platynereis sp. CMC02",8
"4864","TW_201706","Polychaeta sp. BOLD:ACQ0474",1930
"4865","TW_201706","Porichthys notatus",23
"4866","TW_201706","Poteriospumella lacustris",26
"4867","TW_201706","Prasinoderma coloniale",7977
"4868","TW_201706","Protoperidinium cf. depressum",198
"4869","TW_201706","Pseudo-nitzschia cuspidata",5
"4870","TW_201706","Pseudochattonella farcimen",2207
"4871","TW_201706","Pyropia haitanensis",76
"4872","TW_201706","Pythium sp. CAL-2011c",303
"4873","TW_201706","Rhizosolenia setigera",21294
"4874","TW_201706","Rhodotorula taiwanensis",50
"4875","TW_201706","Ruditapes philippinarum",631
"4876","TW_201706","Saprolegnia diclina",52
"4877","TW_201706","Skeletonema dohrnii",3725
"4878","TW_201706","Stiliger fuscovittatus",3
"4879","TW_201706","Thalassionema nitzschioides",27
"4880","TW_201706","Thalassiosira nordenskioeldii",7400
"4881","TW_201706","Thecamonas trahens",24
"4882","TW_201706","Triparma laevis",2942
"4883","TW_201706","Wildemania amplissima",1
"4884","TW_201706",NA,455858
"4885","TW_201707","Bathycoccus prasinos",20326
"4886","TW_201707","Calanus pacificus",4
"4887","TW_201707","Chrysochromulina sp. CCMP291",163
"4888","TW_201707","Coscinodiscus wailesii",37
"4889","TW_201707","Cylindrotheca closterium",522
"4890","TW_201707","Cymbomonas tetramitiformis",6
"4891","TW_201707","Dictyocha speculum",12
"4892","TW_201707","Ditylum brightwellii",4
"4893","TW_201707","Emiliania huxleyi",339299
"4894","TW_201707","Gracilaria vermiculophylla",111
"4895","TW_201707","Harpacticoida sp. DNZ085",1325
"4896","TW_201707","Hincksia hincksiae",575
"4897","TW_201707","Micromonas pusilla",41701
"4898","TW_201707","Minutocellus polymorphus",187005
"4899","TW_201707","Mytilus trossulus",5
"4900","TW_201707","Navicula cryptocephala",42
"4901","TW_201707","Nitzschia palea",41
"4902","TW_201707","Phaeocystis antarctica",769
"4903","TW_201707","Poteriospumella lacustris",470
"4904","TW_201707","Prasinoderma coloniale",72
"4905","TW_201707","Pseudochattonella farcimen",680
"4906","TW_201707","Pythium sp. CAL-2011c",6
"4907","TW_201707","Rhizosolenia setigera",7
"4908","TW_201707","Saprolegnia diclina",23
"4909","TW_201707","Saxidomus gigantea",4
"4910","TW_201707","Skeletonema dohrnii",386
"4911","TW_201707","Stiliger fuscovittatus",88
"4912","TW_201707","Thalassiosira nordenskioeldii",4397
"4913","TW_201707","Triparma laevis",1101
"4914","TW_201707",NA,695398
"4915","TW_201708","Balanus glandula",17
"4916","TW_201708","Bathycoccus prasinos",128074
"4917","TW_201708","Calanus pacificus",241
"4918","TW_201708","Chrysochromulina sp. CCMP291",27
"4919","TW_201708","Coscinodiscus wailesii",196
"4920","TW_201708","Crassostrea gigas",12
"4921","TW_201708","Cylindrotheca closterium",1012
"4922","TW_201708","Cymbomonas tetramitiformis",1889
"4923","TW_201708","Dictyocha speculum",150
"4924","TW_201708","Ditylum brightwellii",14
"4925","TW_201708","Dolichomastix tenuilepis",66
"4926","TW_201708","Ectocarpus siliculosus",14
"4927","TW_201708","Emiliania huxleyi",2019
"4928","TW_201708","Gallus gallus",58
"4929","TW_201708","Gracilaria vermiculophylla",509
"4930","TW_201708","Harpacticoida sp. DNZ085",37
"4931","TW_201708","Hemipodia simplex",11
"4932","TW_201708","Hincksia hincksiae",29
"4933","TW_201708","Homo sapiens",249
"4934","TW_201708","Lichtheimia ramosa",24
"4935","TW_201708","Littorina plena",159
"4936","TW_201708","Melosira nummuloides",717
"4937","TW_201708","Micromonas pusilla",186650
"4938","TW_201708","Minutocellus polymorphus",19611
"4939","TW_201708","Mytilus trossulus",8
"4940","TW_201708","Navicula cryptocephala",88
"4941","TW_201708","Navicula sp. BOLD:AAO6951",13
"4942","TW_201708","Nitzschia palea",72
"4943","TW_201708","Nuttallia olivacea",2
"4944","TW_201708","Oncorhynchus tshawytscha",13
"4945","TW_201708","Paracalanus sp. C AC-2013",867
"4946","TW_201708","Poteriospumella lacustris",289
"4947","TW_201708","Pseudochattonella farcimen",2291
"4948","TW_201708","Pycnococcus provasolii",4
"4949","TW_201708","Rhizosolenia setigera",718
"4950","TW_201708","Ruditapes philippinarum",64
"4951","TW_201708","Saprolegnia diclina",165
"4952","TW_201708","Skeletonema dohrnii",68
"4953","TW_201708","Thalassionema nitzschioides",8
"4954","TW_201708","Thalassiosira nordenskioeldii",190
"4955","TW_201708","Thalassiosira punctigera",8
"4956","TW_201708","Triparma laevis",161
"4957","TW_201708",NA,588959
"4958","TW_201709","Attheya longicornis",88
"4959","TW_201709","Aurelia labiata",3
"4960","TW_201709","Balanus balanus",27
"4961","TW_201709","Balanus glandula",5336
"4962","TW_201709","Bathycoccus prasinos",107726
"4963","TW_201709","Calanus pacificus",431
"4964","TW_201709","Chaetoceros socialis",10
"4965","TW_201709","Chondracanthus exasperatus",5
"4966","TW_201709","Chrysochromulina sp. CCMP291",21
"4967","TW_201709","Coscinodiscus wailesii",22
"4968","TW_201709","Cylindrotheca closterium",22
"4969","TW_201709","Dictyocha speculum",26
"4970","TW_201709","Emiliania huxleyi",4310
"4971","TW_201709","Galactomyces candidum",2028
"4972","TW_201709","Gracilaria vermiculophylla",3
"4973","TW_201709","Gymnodinium sp. NVA/RUS/2008",10
"4974","TW_201709","Haramonas dimorpha",12
"4975","TW_201709","Heterocapsa rotundata",1148
"4976","TW_201709","Hincksia hincksiae",500
"4977","TW_201709","Homo sapiens",378
"4978","TW_201709","Leucocryptos marina",30
"4979","TW_201709","Lichtheimia ramosa",5
"4980","TW_201709","Littorina plena",21
"4981","TW_201709","Mayamaea permitis",9
"4982","TW_201709","Melosira nummuloides",9
"4983","TW_201709","Micromonas pusilla",47971
"4984","TW_201709","Minutocellus polymorphus",73235
"4985","TW_201709","Navicula cryptocephala",5
"4986","TW_201709","Navicula sp. BOLD:AAO6951",10
"4987","TW_201709","Nitzschia cf. promare",72
"4988","TW_201709","Oncorhynchus keta",2
"4989","TW_201709","Paracalanus sp. C AC-2013",128
"4990","TW_201709","Phaeocystis antarctica",1632
"4991","TW_201709","Phaeocystis globosa",62
"4992","TW_201709","Poteriospumella lacustris",966
"4993","TW_201709","Prasinoderma coloniale",561
"4994","TW_201709","Pseudochattonella farcimen",686
"4995","TW_201709","Pycnococcus provasolii",12
"4996","TW_201709","Pyropia haitanensis",3
"4997","TW_201709","Pythium sp. CAL-2011c",3
"4998","TW_201709","Rhizosolenia setigera",5571
"4999","TW_201709","Rhodotorula taiwanensis",55
"5000","TW_201709","Saprolegnia diclina",64
"5001","TW_201709","Scolelepis squamata",334
"5002","TW_201709","Sellaphora pupula",509
"5003","TW_201709","Skeletonema dohrnii",35
"5004","TW_201709","Skeletonema japonicum",11
"5005","TW_201709","Thalassionema nitzschioides",84
"5006","TW_201709","Thalassiosira nordenskioeldii",3708
"5007","TW_201709","Thalassiosira punctigera",24
"5008","TW_201709","Triparma laevis",389
"5009","TW_201709",NA,400852
"5010","TW_201711","Asterionellopsis guyunusae",1157
"5011","TW_201711","Attheya longicornis",193
"5012","TW_201711","Bathycoccus prasinos",222
"5013","TW_201711","Bipalponephtys cornuta",776
"5014","TW_201711","Brachionidae sp. SHYT150702c",2461
"5015","TW_201711","Chaetoceros socialis",19807
"5016","TW_201711","Chaetoceros sp. MBTD-CMFRI-S062",80
"5017","TW_201711","Chattonella subsalsa",2213
"5018","TW_201711","Chrysochromulina sp. CCMP291",125
"5019","TW_201711","Coscinodiscus wailesii",134
"5020","TW_201711","Cylindrotheca closterium",105
"5021","TW_201711","Dictyocha speculum",2493
"5022","TW_201711","Ditylum brightwellii",800
"5023","TW_201711","Emiliania huxleyi",1227
"5024","TW_201711","Gymnodinium sp. NVA/RUS/2008",120
"5025","TW_201711","Haramonas dimorpha",149
"5026","TW_201711","Heterocapsa rotundata",2031
"5027","TW_201711","Homo sapiens",382
"5028","TW_201711","Hypomesus pretiosus",686
"5029","TW_201711","Karlodinium veneficum",1370
"5030","TW_201711","Littorina plena",149
"5031","TW_201711","Micromonas pusilla",1459
"5032","TW_201711","Minutocellus polymorphus",217
"5033","TW_201711","Mytilus trossulus",12
"5034","TW_201711","Oncorhynchus keta",802
"5035","TW_201711","Paracalanus sp. C AC-2013",3
"5036","TW_201711","Pedospumella sinomuralis",1092
"5037","TW_201711","Phaeocystis antarctica",30
"5038","TW_201711","Phaeocystis globosa",143
"5039","TW_201711","Phytophthora megasperma",13
"5040","TW_201711","Phytophthora taxon paludosa",9
"5041","TW_201711","Poteriospumella lacustris",5
"5042","TW_201711","Protoperidinium cf. depressum",499
"5043","TW_201711","Pseudochattonella farcimen",13199
"5044","TW_201711","Pyropia haitanensis",93
"5045","TW_201711","Pythium tracheiphilum",1908
"5046","TW_201711","Rhizosolenia setigera",411
"5047","TW_201711","Ruditapes philippinarum",460
"5048","TW_201711","Skeletonema dohrnii",126
"5049","TW_201711","Skeletonema japonicum",71
"5050","TW_201711","Synchaetomella acerina",54
"5051","TW_201711","Thalassionema nitzschioides",75
"5052","TW_201711","Thalassiosira nordenskioeldii",1299
"5053","TW_201711","Triparma laevis",100
"5054","TW_201711",NA,400835
"5055","TW_201801","Balanus balanus",218
"5056","TW_201801","Bathycoccus prasinos",96680
"5057","TW_201801","Chaetoceros socialis",55
"5058","TW_201801","Chordariaceae sp. 7 AP-2014",235
"5059","TW_201801","Coscinodiscus wailesii",16
"5060","TW_201801","Cylindrotheca closterium",65
"5061","TW_201801","Dictyocha speculum",165
"5062","TW_201801","Ditylum brightwellii",318
"5063","TW_201801","Haptoglossa zoospora",102
"5064","TW_201801","Haramonas dimorpha",6
"5065","TW_201801","Heterocapsa rotundata",10788
"5066","TW_201801","Homo sapiens",694
"5067","TW_201801","Hypomesus pretiosus",277
"5068","TW_201801","Melosira nummuloides",17
"5069","TW_201801","Micromonas pusilla",77851
"5070","TW_201801","Minutocellus polymorphus",1985
"5071","TW_201801","Paracalanus sp. C AC-2013",20
"5072","TW_201801","Pedospumella sinomuralis",211
"5073","TW_201801","Phaeocystis antarctica",46
"5074","TW_201801","Phaeocystis globosa",12
"5075","TW_201801","Scopalina ruetzleri",567
"5076","TW_201801","Skeletonema dohrnii",177
"5077","TW_201801","Thalassiosira nordenskioeldii",2323
"5078","TW_201801","Thalassiosira punctigera",198
"5079","TW_201801","Triparma laevis",23
"5080","TW_201801",NA,139768
"5081","TW_201803","Albugo candida",33
"5082","TW_201803","Attheya longicornis",88
"5083","TW_201803","Balanus balanus",27212
"5084","TW_201803","Brachionidae sp. SHYT150702c",34
"5085","TW_201803","Caulacanthus ustulatus",15
"5086","TW_201803","Chaetoceros socialis",689
"5087","TW_201803","Chattonella subsalsa",1018
"5088","TW_201803","Coscinodiscus wailesii",23
"5089","TW_201803","Cylindrotheca closterium",3242
"5090","TW_201803","Cyphoderia cf. compressa",2
"5091","TW_201803","Dendraster excentricus",83
"5092","TW_201803","Dictyocha speculum",315
"5093","TW_201803","Ditylum brightwellii",110
"5094","TW_201803","Gracilaria vermiculophylla",14
"5095","TW_201803","Kellia porculus",1065
"5096","TW_201803","Lacuna vincta",659
"5097","TW_201803","Lagenidium giganteum",12
"5098","TW_201803","Leitoscoloplos pugettensis CMC01",11291
"5099","TW_201803","Littorina plena",1668
"5100","TW_201803","Littorina scutulata",36
"5101","TW_201803","Lottia paradigitalis",74
"5102","TW_201803","Melosira nummuloides",23
"5103","TW_201803","Membranipora membranacea",8
"5104","TW_201803","Minutocellus polymorphus",544
"5105","TW_201803","Nanomia cara",45
"5106","TW_201803","Navicula cryptocephala",300
"5107","TW_201803","Navicula sp. BOLD:AAO6951",2
"5108","TW_201803","Neochromadora poecilosomoides",37
"5109","TW_201803","Nitzschia cf. promare",2302
"5110","TW_201803","Nitzschia cf. recta RT-2009",168
"5111","TW_201803","Obelia bidentata",253
"5112","TW_201803","Paramoeba pemaquidensis",15
"5113","TW_201803","Parvamoeba rugata",356
"5114","TW_201803","Pinnularia acrosphaeria",147
"5115","TW_201803","Pinnularia sp. 5 CS-2011",53
"5116","TW_201803","Pinnularia subanglica",24
"5117","TW_201803","Placoneis sp. WJS-2015a",89
"5118","TW_201803","Podosira stelligera",62
"5119","TW_201803","Pseudochattonella farcimen",199
"5120","TW_201803","Pycnococcus provasolii",52
"5121","TW_201803","Pythium tracheiphilum",95
"5122","TW_201803","Rhizosolenia setigera",294
"5123","TW_201803","Ruditapes philippinarum",30
"5124","TW_201803","Saprolegnia diclina",5
"5125","TW_201803","Scopalina ruetzleri",171
"5126","TW_201803","Skeletonema dohrnii",213
"5127","TW_201803","Skeletonema japonicum",1291
"5128","TW_201803","Synchaeta pectinata",269
"5129","TW_201803","Thalassionema nitzschioides",983
"5130","TW_201803","Thalassiosira nordenskioeldii",5889
"5131","TW_201803","Thalassiosira punctigera",125
"5132","TW_201803",NA,355414
"5133","TW_201805","Acartia longiremis",30
"5134","TW_201805","Albugo candida",54
"5135","TW_201805","Anisolpidium ectocarpii",6
"5136","TW_201805","Attheya longicornis",22
"5137","TW_201805","Balanus balanus",1701
"5138","TW_201805","Balanus glandula",1113
"5139","TW_201805","Bathycoccus prasinos",1095
"5140","TW_201805","Calanus pacificus",6
"5141","TW_201805","Caulacanthus ustulatus",49
"5142","TW_201805","Centropages abdominalis",974
"5143","TW_201805","Chaetoceros socialis",158
"5144","TW_201805","Chattonella subsalsa",303
"5145","TW_201805","Chordariaceae sp. 7 AP-2014",23
"5146","TW_201805","Chthamalus dalli",79
"5147","TW_201805","Coscinodiscus wailesii",1380
"5148","TW_201805","Cryptocotyle lingua",264
"5149","TW_201805","Cylindrotheca closterium",110
"5150","TW_201805","Dictyocha speculum",134
"5151","TW_201805","Ditylum brightwellii",3
"5152","TW_201805","Evadne nordmanni",6
"5153","TW_201805","Gracilaria vermiculophylla",1881
"5154","TW_201805","Homo sapiens",32
"5155","TW_201805","Lichtheimia ramosa",206
"5156","TW_201805","Littorina plena",83477
"5157","TW_201805","Littorina sitkana",377
"5158","TW_201805","Melosira nummuloides",104
"5159","TW_201805","Micromonas pusilla",56369
"5160","TW_201805","Minutocellus polymorphus",424
"5161","TW_201805","Mytilus trossulus",365
"5162","TW_201805","Nanomia cara",18
"5163","TW_201805","Nassarius mendicus",70
"5164","TW_201805","Navicula cryptocephala",157
"5165","TW_201805","Navicula sp. BOLD:AAO6951",9
"5166","TW_201805","Nitokra spinipes",1326
"5167","TW_201805","Nitzschia cf. promare",30
"5168","TW_201805","Nuttallia olivacea",2098
"5169","TW_201805","Oncorhynchus keta",127
"5170","TW_201805","Paracalanus sp. C AC-2013",857
"5171","TW_201805","Parvamoeba rugata",169
"5172","TW_201805","Petalonia fascia",5
"5173","TW_201805","Phacellophora camtschatica",11
"5174","TW_201805","Pinnularia acrosphaeria",126
"5175","TW_201805","Plagiogramma sp. IAL-2014a",21
"5176","TW_201805","Platichthys stellatus",721
"5177","TW_201805","Polychaeta sp. BOLD:ACQ0474",149
"5178","TW_201805","Porichthys notatus",28
"5179","TW_201805","Prasinoderma coloniale",360
"5180","TW_201805","Pseudocalanus newmani",168
"5181","TW_201805","Pycnococcus provasolii",8
"5182","TW_201805","Pyropia haitanensis",24
"5183","TW_201805","Pythium tracheiphilum",321
"5184","TW_201805","Rhizosolenia setigera",226
"5185","TW_201805","Rhodotorula taiwanensis",26
"5186","TW_201805","Ruditapes philippinarum",488
"5187","TW_201805","Scolelepis squamata",535
"5188","TW_201805","Thalassionema nitzschioides",89
"5189","TW_201805","Thalassiosira nordenskioeldii",239
"5190","TW_201805","Thalassiosira punctigera",11
"5191","TW_201805","Thysanoessa raschii",59
"5192","TW_201805","Triparma laevis",286
"5193","TW_201805",NA,115183
"5194","TW_201807","Asterionellopsis guyunusae",4
"5195","TW_201807","Balanus glandula",8
"5196","TW_201807","Bathycoccus prasinos",275
"5197","TW_201807","Calanus pacificus",456
"5198","TW_201807","Chordariaceae sp. 2 AP-2014",12
"5199","TW_201807","Cliona chilensis",28
"5200","TW_201807","Coscinodiscus wailesii",5
"5201","TW_201807","Cylindrotheca closterium",841
"5202","TW_201807","Cymbomonas tetramitiformis",189
"5203","TW_201807","Dictyocha speculum",11
"5204","TW_201807","Dolichomastix tenuilepis",71
"5205","TW_201807","Emiliania huxleyi",7338
