"","sample","species","nReads"
"15838","TR_201707B.2","Minutocellus polymorphus",19934
"15839","TR_201707B.2","Navicula cryptocephala",68
"15840","TR_201707B.2","Nitzschia longissima",8
"15841","TR_201707B.2","Ostrea lurida",778
"15842","TR_201707B.2","Paracalanus sp. C AC-2013",21
"15843","TR_201707B.2","Porichthys notatus",28
"15844","TR_201707B.2","Prasinoderma coloniale",55
"15845","TR_201707B.2","Pseudochattonella farcimen",36
"15846","TR_201707B.2","Ruditapes philippinarum",38
"15847","TR_201707B.2","Saprolegnia diclina",13
"15848","TR_201707B.2","Thalassiosira punctigera",64
"15849","TR_201707B.2","Triparma laevis",47
"15850","TR_201707B.2",NA,43346
"15851","TR_201707B.3","Barantolla americana CMC01",6
"15852","TR_201707B.3","Bathycoccus prasinos",2500
"15853","TR_201707B.3","Blastocladiella emersonii",3
"15854","TR_201707B.3","Ceramium sp. 3Cal",19
"15855","TR_201707B.3","Cylindrotheca closterium",2129
"15856","TR_201707B.3","Emiliania huxleyi",42383
"15857","TR_201707B.3","Gelidiophycus freshwateri",4
"15858","TR_201707B.3","Hematodinium sp.",13
"15859","TR_201707B.3","Micromonas pusilla",9372
"15860","TR_201707B.3","Minutocellus polymorphus",33646
"15861","TR_201707B.3","Navicula cryptocephala",94
"15862","TR_201707B.3","Nitzschia longissima",22
"15863","TR_201707B.3","Ostrea lurida",813
"15864","TR_201707B.3","Paracalanus sp. C AC-2013",11
"15865","TR_201707B.3","Porichthys notatus",45
"15866","TR_201707B.3","Prasinoderma coloniale",175
"15867","TR_201707B.3","Pseudochattonella farcimen",37
"15868","TR_201707B.3","Ruditapes philippinarum",35
"15869","TR_201707B.3","Saprolegnia diclina",13
"15870","TR_201707B.3","Thalassiosira nordenskioeldii",3
"15871","TR_201707B.3","Thalassiosira punctigera",81
"15872","TR_201707B.3","Triparma laevis",95
"15873","TR_201707B.3",NA,75417
"15874","TR_201707C.1","Bathycoccus prasinos",1022
"15875","TR_201707C.1","Ceramium sp. 3Cal",18
"15876","TR_201707C.1","Cylindrotheca closterium",1154
"15877","TR_201707C.1","Emiliania huxleyi",27521
"15878","TR_201707C.1","Loxothylacus panopaei",9
"15879","TR_201707C.1","Micromonas pusilla",3884
"15880","TR_201707C.1","Minutocellus polymorphus",19301
"15881","TR_201707C.1","Navicula cryptocephala",128
"15882","TR_201707C.1","Nitzschia longissima",26
"15883","TR_201707C.1","Ostrea lurida",275
"15884","TR_201707C.1","Paracalanus sp. C AC-2013",49
"15885","TR_201707C.1","Podosira stelligera",13
"15886","TR_201707C.1","Prasinoderma coloniale",14
"15887","TR_201707C.1","Pseudochattonella farcimen",3
"15888","TR_201707C.1","Ruditapes philippinarum",81
"15889","TR_201707C.1","Thalassiosira punctigera",27
"15890","TR_201707C.1","Triparma laevis",25
"15891","TR_201707C.1",NA,50225
"15892","TR_201707C.2","Bathycoccus prasinos",5093
"15893","TR_201707C.2","Botrylloides violaceus",5
"15894","TR_201707C.2","Ceramium sp. 3Cal",186
"15895","TR_201707C.2","Chaetoceros socialis",17
"15896","TR_201707C.2","Chrysochromulina sp. CCMP291",5
"15897","TR_201707C.2","Crassostrea gigas",14
"15898","TR_201707C.2","Cylindrotheca closterium",9379
"15899","TR_201707C.2","Emiliania huxleyi",71894
"15900","TR_201707C.2","Gelidiophycus freshwateri",16
"15901","TR_201707C.2","Halichondria panicea",6
"15902","TR_201707C.2","Hematodinium sp.",3
"15903","TR_201707C.2","Leucocryptos marina",6
"15904","TR_201707C.2","Loxothylacus panopaei",246
"15905","TR_201707C.2","Micromonas pusilla",22241
"15906","TR_201707C.2","Minutocellus polymorphus",60668
"15907","TR_201707C.2","Mytilus trossulus",7
"15908","TR_201707C.2","Navicula cryptocephala",742
"15909","TR_201707C.2","Nitzschia cf. promare",9
"15910","TR_201707C.2","Nitzschia longissima",215
"15911","TR_201707C.2","Ostrea lurida",2917
"15912","TR_201707C.2","Paracalanus sp. C AC-2013",420
"15913","TR_201707C.2","Platynereis sp. CMC02",6
"15914","TR_201707C.2","Podosira stelligera",121
"15915","TR_201707C.2","Porichthys notatus",75
"15916","TR_201707C.2","Prasinoderma coloniale",241
"15917","TR_201707C.2","Pseudochattonella farcimen",181
"15918","TR_201707C.2","Ruditapes philippinarum",586
"15919","TR_201707C.2","Saprolegnia diclina",10
"15920","TR_201707C.2","Thalassiosira nordenskioeldii",7
"15921","TR_201707C.2","Thalassiosira punctigera",235
"15922","TR_201707C.2","Triparma laevis",265
"15923","TR_201707C.2",NA,147543
"15924","TR_201707C.3","Bathycoccus prasinos",840
"15925","TR_201707C.3","Ceramium sp. 3Cal",22
"15926","TR_201707C.3","Chaetoceros socialis",4
"15927","TR_201707C.3","Cylindrotheca closterium",2426
"15928","TR_201707C.3","Emiliania huxleyi",18927
"15929","TR_201707C.3","Loxothylacus panopaei",47
"15930","TR_201707C.3","Micromonas pusilla",3241
"15931","TR_201707C.3","Minutocellus polymorphus",15127
"15932","TR_201707C.3","Navicula cryptocephala",87
"15933","TR_201707C.3","Nitzschia longissima",78
"15934","TR_201707C.3","Ostrea lurida",461
"15935","TR_201707C.3","Paracalanus sp. C AC-2013",25
"15936","TR_201707C.3","Prasinoderma coloniale",65
"15937","TR_201707C.3","Pseudochattonella farcimen",7
"15938","TR_201707C.3","Ruditapes philippinarum",100
"15939","TR_201707C.3","Saprolegnia diclina",13
"15940","TR_201707C.3","Thalassiosira punctigera",27
"15941","TR_201707C.3","Triparma laevis",35
"15942","TR_201707C.3",NA,35985
"15943","TR_201708A.1","Bathycoccus prasinos",10122
"15944","TR_201708A.1","Caulacanthus ustulatus",2
"15945","TR_201708A.1","Coscinodiscus wailesii",29
"15946","TR_201708A.1","Crassostrea gigas",8
"15947","TR_201708A.1","Cylindrotheca closterium",13
"15948","TR_201708A.1","Cymbomonas tetramitiformis",10
"15949","TR_201708A.1","Dolichomastix tenuilepis",23
"15950","TR_201708A.1","Harpacticoida sp. DNZ085",161
"15951","TR_201708A.1","Homo sapiens",15
"15952","TR_201708A.1","Littorina plena",81
"15953","TR_201708A.1","Micromonas pusilla",17977
"15954","TR_201708A.1","Minutocellus polymorphus",1391
"15955","TR_201708A.1","Paracalanus sp. C AC-2013",408
"15956","TR_201708A.1","Pseudochattonella farcimen",44
"15957","TR_201708A.1","Rhizosolenia setigera",5
"15958","TR_201708A.1","Stiliger fuscovittatus",65
"15959","TR_201708A.1","Thalassiosira punctigera",17
"15960","TR_201708A.1","Triparma laevis",9
"15961","TR_201708A.1",NA,55962
"15962","TR_201708A.2","Bathycoccus prasinos",25563
"15963","TR_201708A.2","Callithamnion corymbosum",6
"15964","TR_201708A.2","Caulacanthus ustulatus",34
"15965","TR_201708A.2","Coscinodiscus wailesii",100
"15966","TR_201708A.2","Cylindrotheca closterium",195
"15967","TR_201708A.2","Cymbomonas tetramitiformis",178
"15968","TR_201708A.2","Emiliania huxleyi",15
"15969","TR_201708A.2","Gallus gallus",8
"15970","TR_201708A.2","Hemipodia simplex",8
"15971","TR_201708A.2","Heterocapsa rotundata",14
"15972","TR_201708A.2","Littorina plena",129
"15973","TR_201708A.2","Micromonas pusilla",39706
"15974","TR_201708A.2","Minutocellus polymorphus",1923
"15975","TR_201708A.2","Navicula cryptocephala",199
"15976","TR_201708A.2","Paracalanus sp. C AC-2013",880
"15977","TR_201708A.2","Porichthys notatus",44
"15978","TR_201708A.2","Poteriospumella lacustris",30
"15979","TR_201708A.2","Pseudochattonella farcimen",395
"15980","TR_201708A.2","Rhizosolenia setigera",8
"15981","TR_201708A.2","Ruditapes philippinarum",17
"15982","TR_201708A.2","Saprolegnia diclina",83
"15983","TR_201708A.2","Skeletonema dohrnii",15
"15984","TR_201708A.2","Stiliger fuscovittatus",32
"15985","TR_201708A.2",NA,114830
"15986","TR_201708A.3","Bathycoccus prasinos",13719
"15987","TR_201708A.3","Chrysochromulina sp. CCMP291",5
"15988","TR_201708A.3","Coscinodiscus wailesii",42
"15989","TR_201708A.3","Cylindrotheca closterium",59
"15990","TR_201708A.3","Dolichomastix tenuilepis",39
"15991","TR_201708A.3","Emiliania huxleyi",143
"15992","TR_201708A.3","Littorina plena",4
"15993","TR_201708A.3","Micromonas pusilla",19903
"15994","TR_201708A.3","Minutocellus polymorphus",1516
"15995","TR_201708A.3","Paracalanus sp. C AC-2013",284
"15996","TR_201708A.3","Poteriospumella lacustris",12
"15997","TR_201708A.3","Pseudochattonella farcimen",79
"15998","TR_201708A.3","Saprolegnia diclina",26
"15999","TR_201708A.3","Stiliger fuscovittatus",5
"16000","TR_201708A.3","Triparma laevis",3
"16001","TR_201708A.3",NA,56197
"16002","TR_201708B.1","Balanus glandula",53
"16003","TR_201708B.1","Bathycoccus prasinos",9389
"16004","TR_201708B.1","Crassostrea gigas",26
"16005","TR_201708B.1","Cymbomonas tetramitiformis",8
"16006","TR_201708B.1","Dolichomastix tenuilepis",14
"16007","TR_201708B.1","Hemipodia simplex",4
"16008","TR_201708B.1","Heterocapsa rotundata",5
"16009","TR_201708B.1","Lichtheimia ramosa",8
"16010","TR_201708B.1","Micromonas pusilla",13329
"16011","TR_201708B.1","Minutocellus polymorphus",750
"16012","TR_201708B.1","Paracalanus sp. C AC-2013",206
"16013","TR_201708B.1","Pseudochattonella farcimen",14
"16014","TR_201708B.1",NA,41530
"16015","TR_201708B.2","Bathycoccus prasinos",12235
"16016","TR_201708B.2","Coscinodiscus wailesii",15
"16017","TR_201708B.2","Crassostrea gigas",101
"16018","TR_201708B.2","Cymbomonas tetramitiformis",90
"16019","TR_201708B.2","Dolichomastix tenuilepis",87
"16020","TR_201708B.2","Emiliania huxleyi",62
"16021","TR_201708B.2","Gracilaria vermiculophylla",37
"16022","TR_201708B.2","Hemigrapsus oregonensis",7
"16023","TR_201708B.2","Heterocapsa rotundata",6
"16024","TR_201708B.2","Homo sapiens",9
"16025","TR_201708B.2","Lichtheimia ramosa",6
"16026","TR_201708B.2","Micromonas pusilla",17772
"16027","TR_201708B.2","Minutocellus polymorphus",1967
"16028","TR_201708B.2","Paracalanus sp. C AC-2013",411
"16029","TR_201708B.2","Pseudochattonella farcimen",22
"16030","TR_201708B.2","Rhizosolenia setigera",20
"16031","TR_201708B.2","Ruditapes philippinarum",21
"16032","TR_201708B.2","Saprolegnia diclina",86
"16033","TR_201708B.2",NA,63097
"16034","TR_201708B.3","Bathycoccus prasinos",7458
"16035","TR_201708B.3","Coscinodiscus wailesii",19
"16036","TR_201708B.3","Cylindrotheca closterium",50
"16037","TR_201708B.3","Cymbomonas tetramitiformis",2
"16038","TR_201708B.3","Dolichomastix tenuilepis",14
"16039","TR_201708B.3","Emiliania huxleyi",19
"16040","TR_201708B.3","Homo sapiens",6
"16041","TR_201708B.3","Micromonas pusilla",13305
"16042","TR_201708B.3","Minutocellus polymorphus",647
"16043","TR_201708B.3","Paracalanus sp. C AC-2013",139
"16044","TR_201708B.3","Pseudochattonella farcimen",18
"16045","TR_201708B.3","Saprolegnia diclina",36
"16046","TR_201708B.3","Thalassiosira nordenskioeldii",8
"16047","TR_201708B.3",NA,36968
"16048","TR_201708C.1","Barantolla americana CMC01",5
"16049","TR_201708C.1","Bathycoccus prasinos",26459
"16050","TR_201708C.1","Coscinodiscus wailesii",66
"16051","TR_201708C.1","Crassostrea gigas",9
"16052","TR_201708C.1","Cylindrotheca closterium",37
"16053","TR_201708C.1","Cymbomonas tetramitiformis",35
"16054","TR_201708C.1","Dolichomastix tenuilepis",8
"16055","TR_201708C.1","Emiliania huxleyi",196
"16056","TR_201708C.1","Gracilaria vermiculophylla",2
"16057","TR_201708C.1","Harpacticoida sp. DNZ085",27
"16058","TR_201708C.1","Hemipodia simplex",10
"16059","TR_201708C.1","Heterocapsa rotundata",10
"16060","TR_201708C.1","Hincksia hincksiae",3
"16061","TR_201708C.1","Littorina plena",159
"16062","TR_201708C.1","Micromonas pusilla",34910
"16063","TR_201708C.1","Minutocellus polymorphus",1640
"16064","TR_201708C.1","Ostrea lurida",13
"16065","TR_201708C.1","Paracalanus sp. C AC-2013",285
"16066","TR_201708C.1","Poteriospumella lacustris",22
"16067","TR_201708C.1","Pseudochattonella farcimen",88
"16068","TR_201708C.1","Rhizosolenia setigera",6
"16069","TR_201708C.1","Ruditapes philippinarum",4
"16070","TR_201708C.1","Saprolegnia diclina",35
"16071","TR_201708C.1","Thalassiosira nordenskioeldii",32
"16072","TR_201708C.1",NA,116349
"16073","TR_201708C.2","Bathycoccus prasinos",13269
"16074","TR_201708C.2","Caulacanthus ustulatus",6
"16075","TR_201708C.2","Crassostrea gigas",5
"16076","TR_201708C.2","Cymbomonas tetramitiformis",6
"16077","TR_201708C.2","Dictyocha speculum",4
"16078","TR_201708C.2","Emiliania huxleyi",60
"16079","TR_201708C.2","Gracilaria vermiculophylla",2
"16080","TR_201708C.2","Harpacticoida sp. DNZ085",61
"16081","TR_201708C.2","Lichtheimia ramosa",10
"16082","TR_201708C.2","Littorina plena",61
"16083","TR_201708C.2","Micromonas pusilla",19904
"16084","TR_201708C.2","Minutocellus polymorphus",943
"16085","TR_201708C.2","Navicula cryptocephala",7
"16086","TR_201708C.2","Ostrea lurida",19
"16087","TR_201708C.2","Paracalanus sp. C AC-2013",184
"16088","TR_201708C.2","Poteriospumella lacustris",22
"16089","TR_201708C.2","Pseudochattonella farcimen",91
"16090","TR_201708C.2","Rhizosolenia setigera",7
"16091","TR_201708C.2","Saprolegnia diclina",11
"16092","TR_201708C.2","Thalassiosira nordenskioeldii",1
"16093","TR_201708C.2",NA,63255
"16094","TR_201708C.3","Bathycoccus prasinos",16214
"16095","TR_201708C.3","Chrysochromulina sp. CCMP291",5
"16096","TR_201708C.3","Coscinodiscus wailesii",31
"16097","TR_201708C.3","Crassostrea gigas",5
"16098","TR_201708C.3","Cylindrotheca closterium",31
"16099","TR_201708C.3","Cymbomonas tetramitiformis",21
"16100","TR_201708C.3","Dolichomastix tenuilepis",28
"16101","TR_201708C.3","Emiliania huxleyi",175
"16102","TR_201708C.3","Harpacticoida sp. DNZ085",16
"16103","TR_201708C.3","Lichtheimia ramosa",14
"16104","TR_201708C.3","Littorina plena",111
"16105","TR_201708C.3","Micromonas pusilla",24119
"16106","TR_201708C.3","Minutocellus polymorphus",1310
"16107","TR_201708C.3","Navicula cryptocephala",9
"16108","TR_201708C.3","Ostrea lurida",10
"16109","TR_201708C.3","Paracalanus sp. C AC-2013",167
"16110","TR_201708C.3","Poteriospumella lacustris",14
"16111","TR_201708C.3","Pseudochattonella farcimen",169
"16112","TR_201708C.3","Saprolegnia diclina",37
"16113","TR_201708C.3","Thalassiosira nordenskioeldii",24
"16114","TR_201708C.3","Triparma laevis",7
"16115","TR_201708C.3",NA,81818
"16116","TR_201709A.1","Asterionellopsis guyunusae",40
"16117","TR_201709A.1","Bathycoccus prasinos",3857
"16118","TR_201709A.1","Cafeteria roenbergensis",11
"16119","TR_201709A.1","Caulacanthus ustulatus",55
"16120","TR_201709A.1","Chaetoceros socialis",6
"16121","TR_201709A.1","Cryptocotyle lingua",23
"16122","TR_201709A.1","Cylindrotheca closterium",25
"16123","TR_201709A.1","Emiliania huxleyi",337
"16124","TR_201709A.1","Gracilaria vermiculophylla",2466
"16125","TR_201709A.1","Halicyclops itohi",236
"16126","TR_201709A.1","Harpacticoida sp. DNZ085",384
"16127","TR_201709A.1","Leuckartiara octona",23
"16128","TR_201709A.1","Littorina plena",602
"16129","TR_201709A.1","Lottia paradigitalis",174
"16130","TR_201709A.1","Micromonas pusilla",2989
"16131","TR_201709A.1","Minutocellus polymorphus",8145
"16132","TR_201709A.1","Prasinoderma coloniale",59
"16133","TR_201709A.1","Pseudochattonella farcimen",5
"16134","TR_201709A.1","Ruditapes philippinarum",116
"16135","TR_201709A.1","Triparma laevis",103
"16136","TR_201709A.1",NA,24630
"16137","TR_201709A.2","Asterionellopsis guyunusae",114
"16138","TR_201709A.2","Bathycoccus prasinos",4259
"16139","TR_201709A.2","Cafeteria roenbergensis",9
"16140","TR_201709A.2","Caulacanthus ustulatus",137
"16141","TR_201709A.2","Chaetoceros socialis",75
"16142","TR_201709A.2","Cryptocotyle lingua",105
"16143","TR_201709A.2","Emiliania huxleyi",554
"16144","TR_201709A.2","Gracilaria vermiculophylla",5305
"16145","TR_201709A.2","Halicyclops itohi",79
"16146","TR_201709A.2","Leucocryptos marina",19
"16147","TR_201709A.2","Littorina plena",338
"16148","TR_201709A.2","Micromonas pusilla",3393
"16149","TR_201709A.2","Minutocellus polymorphus",13555
"16150","TR_201709A.2","Navicula cryptocephala",15
"16151","TR_201709A.2","Pedospumella sinomuralis",9
"16152","TR_201709A.2","Ruditapes philippinarum",1797
"16153","TR_201709A.2","Skeletonema dohrnii",20
"16154","TR_201709A.2","Triparma laevis",997
"16155","TR_201709A.2",NA,27908
"16156","TR_201709A.3","Asterionellopsis guyunusae",18
"16157","TR_201709A.3","Balanus glandula",64
"16158","TR_201709A.3","Bathycoccus prasinos",3844
"16159","TR_201709A.3","Caulacanthus ustulatus",185
"16160","TR_201709A.3","Chaetoceros socialis",45
"16161","TR_201709A.3","Cryptocotyle lingua",38
"16162","TR_201709A.3","Cylindrotheca closterium",9
"16163","TR_201709A.3","Cymatogaster aggregata",4
"16164","TR_201709A.3","Emiliania huxleyi",130
"16165","TR_201709A.3","Gracilaria vermiculophylla",3676
"16166","TR_201709A.3","Halicyclops itohi",20
"16167","TR_201709A.3","Haptoglossa zoospora",13
"16168","TR_201709A.3","Harpacticoida sp. DNZ085",1394
"16169","TR_201709A.3","Littorina plena",403
"16170","TR_201709A.3","Micromonas pusilla",3254
"16171","TR_201709A.3","Minutocellus polymorphus",10821
"16172","TR_201709A.3","Muggiaea atlantica",12
"16173","TR_201709A.3","Nanomia cara",4
"16174","TR_201709A.3","Pedospumella sinomuralis",15
"16175","TR_201709A.3","Pseudochattonella farcimen",4
"16176","TR_201709A.3","Ruditapes philippinarum",77
"16177","TR_201709A.3","Triparma laevis",136
"16178","TR_201709A.3",NA,20785
"16179","TR_201709B.1","Asterionellopsis guyunusae",200
"16180","TR_201709B.1","Bathycoccus prasinos",5230
"16181","TR_201709B.1","Brachionidae sp. SHYT150702c",9
"16182","TR_201709B.1","Chaetoceros socialis",32
"16183","TR_201709B.1","Chordariaceae sp. 2 AP-2014",27
"16184","TR_201709B.1","Cliona chilensis",659
"16185","TR_201709B.1","Cylindrotheca closterium",15
"16186","TR_201709B.1","Dendraster excentricus",173
"16187","TR_201709B.1","Emiliania huxleyi",754
"16188","TR_201709B.1","Gracilaria vermiculophylla",595
"16189","TR_201709B.1","Harpacticoida sp. DNZ085",2007
"16190","TR_201709B.1","Homo sapiens",397
"16191","TR_201709B.1","Leucocryptos marina",7
"16192","TR_201709B.1","Micromonas pusilla",4094
"16193","TR_201709B.1","Minutocellus polymorphus",11013
"16194","TR_201709B.1","Monocorophium acherusicum",7
"16195","TR_201709B.1","Mytilus trossulus",34
"16196","TR_201709B.1","Pseudochattonella farcimen",66
"16197","TR_201709B.1","Pythium tracheiphilum",8
"16198","TR_201709B.1","Ruditapes philippinarum",84
"16199","TR_201709B.1","Triparma laevis",16
"16200","TR_201709B.1",NA,34716
"16201","TR_201709B.2","Albugo candida",5
"16202","TR_201709B.2","Asterionellopsis guyunusae",189
"16203","TR_201709B.2","Bathycoccus prasinos",5775
"16204","TR_201709B.2","Caulacanthus ustulatus",90
"16205","TR_201709B.2","Chaetoceros socialis",157
"16206","TR_201709B.2","Chordariaceae sp. 2 AP-2014",85
"16207","TR_201709B.2","Chrysochromulina sp. CCMP291",7
"16208","TR_201709B.2","Cylindrotheca closterium",1146
"16209","TR_201709B.2","Emiliania huxleyi",1441
"16210","TR_201709B.2","Harpacticoida sp. DNZ085",2436
"16211","TR_201709B.2","Micromonas pusilla",5174
"16212","TR_201709B.2","Minutocellus polymorphus",15960
"16213","TR_201709B.2","Mytilus trossulus",5
"16214","TR_201709B.2","Navicula cryptocephala",10
"16215","TR_201709B.2","Nuttallia olivacea",14
"16216","TR_201709B.2","Paracalanus sp. C AC-2013",5
"16217","TR_201709B.2","Petalonia fascia",50
"16218","TR_201709B.2","Pseudochattonella farcimen",208
