sample,bio,tech,species,nReads
TW_201705,C,2,Littorina plena,12052
TW_201705,C,2,Micromonas pusilla,17999
TW_201705,C,2,Mytilus trossulus,1768
TW_201705,C,2,Phaeocystis antarctica,3
TW_201705,C,2,Protoperidinium cf. depressum,19
TW_201705,C,2,Pseudochattonella farcimen,5
TW_201705,C,2,Skeletonema japonicum,9
TW_201705,C,2,Thalassiosira nordenskioeldii,5930
TW_201705,C,2,NA,42581
TW_201705,C,3,Balanus glandula,131
TW_201705,C,3,Carcinonemertes errans,352
TW_201705,C,3,Chaetoceros socialis,193
TW_201705,C,3,Chrysochromulina sp. CCMP291,19
TW_201705,C,3,Chthamalus dalli,933
TW_201705,C,3,Dictyocha speculum,493
TW_201705,C,3,Littorina plena,4197
TW_201705,C,3,Micromonas pusilla,13323
TW_201705,C,3,Mytilus trossulus,1069
TW_201705,C,3,Plagiogramma sp. IAL-2014a,3
TW_201705,C,3,Pyropia haitanensis,6
TW_201705,C,3,Saxidomus gigantea,5
TW_201705,C,3,Thalassiosira nordenskioeldii,717
TW_201705,C,3,Wildemania amplissima,4
TW_201705,C,3,NA,26995
TW_201706,A,1,Acrochaetium moniliforme,11
TW_201706,A,1,Aequorea sp. MW-2012,144
TW_201706,A,1,Asterionellopsis guyunusae,17
TW_201706,A,1,Bathycoccus prasinos,5757
TW_201706,A,1,Callithamnion corymbosum,15
TW_201706,A,1,Chaetoceros socialis,29
TW_201706,A,1,Chrysochromulina sp. CCMP291,11
TW_201706,A,1,Clytia languida,6
TW_201706,A,1,Cylindrotheca closterium,2287
TW_201706,A,1,Cymbomonas tetramitiformis,81
TW_201706,A,1,Dendraster excentricus,1969
TW_201706,A,1,Dictyocha speculum,13
TW_201706,A,1,Dolichomastix tenuilepis,38
TW_201706,A,1,Emiliania huxleyi,1391
TW_201706,A,1,Gelidium vagum,7
TW_201706,A,1,Gracilaria vermiculophylla,189
TW_201706,A,1,Homo sapiens,18
TW_201706,A,1,Lagenidium giganteum,4
TW_201706,A,1,Micromonas pusilla,5132
TW_201706,A,1,Minutocellus polymorphus,1772
TW_201706,A,1,Mytilus trossulus,5
TW_201706,A,1,Navicula cryptocephala,32
TW_201706,A,1,Navicula sp. BOLD:AAO6951,8
TW_201706,A,1,Nitzschia longissima,89
TW_201706,A,1,Nitzschia palea,21
TW_201706,A,1,Nuttallia olivacea,39
TW_201706,A,1,Ostrea lurida,703
TW_201706,A,1,Paracalanus sp. C AC-2013,403
TW_201706,A,1,Pisaster ochraceus,93
TW_201706,A,1,Polychaeta sp. BOLD:ACQ0474,75
TW_201706,A,1,Poteriospumella lacustris,6
TW_201706,A,1,Prasinoderma coloniale,2798
TW_201706,A,1,Protoperidinium cf. depressum,89
TW_201706,A,1,Pseudochattonella farcimen,66
TW_201706,A,1,Pythium sp. CAL-2011c,17
TW_201706,A,1,Rhizosolenia setigera,2868
TW_201706,A,1,Skeletonema dohrnii,289
TW_201706,A,1,Thalassiosira nordenskioeldii,736
TW_201706,A,1,Thecamonas trahens,6
TW_201706,A,1,Triparma laevis,341
TW_201706,A,1,NA,73334
TW_201706,A,2,Aequorea sp. MW-2012,238
TW_201706,A,2,Asterionellopsis guyunusae,23
TW_201706,A,2,Bathycoccus prasinos,4216
TW_201706,A,2,Caulacanthus ustulatus,139
TW_201706,A,2,Chaetoceros socialis,63
TW_201706,A,2,Chrysochromulina sp. CCMP291,28
TW_201706,A,2,Cylindrotheca closterium,2756
TW_201706,A,2,Cylindrotheca fusiformis,17
TW_201706,A,2,Cymbomonas tetramitiformis,130
TW_201706,A,2,Dendraster excentricus,1602
TW_201706,A,2,Dolichomastix tenuilepis,7
TW_201706,A,2,Emiliania huxleyi,1824
TW_201706,A,2,Gallus gallus,113
TW_201706,A,2,Gelidium vagum,26
TW_201706,A,2,Gracilaria vermiculophylla,200
TW_201706,A,2,Homo sapiens,7
TW_201706,A,2,Melosira nummuloides,7
TW_201706,A,2,Micromonas pusilla,5772
TW_201706,A,2,Minutocellus polymorphus,2228
TW_201706,A,2,Mytilus trossulus,44
TW_201706,A,2,Nanomia cara,21
TW_201706,A,2,Navicula cryptocephala,66
TW_201706,A,2,Navicula sp. BOLD:AAO6951,8
TW_201706,A,2,Nitzschia cf. promare,20
TW_201706,A,2,Nitzschia longissima,123
TW_201706,A,2,Nitzschia palea,4
TW_201706,A,2,Nuttallia olivacea,37
TW_201706,A,2,Ostrea lurida,509
TW_201706,A,2,Paracalanus sp. C AC-2013,521
TW_201706,A,2,Pedospumella sinomuralis,12
TW_201706,A,2,Pisaster ochraceus,110
TW_201706,A,2,Platynereis sp. CMC02,8
TW_201706,A,2,Polychaeta sp. BOLD:ACQ0474,109
TW_201706,A,2,Prasinoderma coloniale,3348
TW_201706,A,2,Protoperidinium cf. depressum,56
TW_201706,A,2,Pseudochattonella farcimen,465
TW_201706,A,2,Pyropia haitanensis,14
TW_201706,A,2,Pythium sp. CAL-2011c,9
TW_201706,A,2,Rhizosolenia setigera,3341
TW_201706,A,2,Ruditapes philippinarum,28
TW_201706,A,2,Skeletonema dohrnii,475
TW_201706,A,2,Stiliger fuscovittatus,3
TW_201706,A,2,Thalassiosira nordenskioeldii,792
TW_201706,A,2,Thecamonas trahens,14
TW_201706,A,2,Triparma laevis,311
TW_201706,A,2,NA,89309
TW_201706,B,1,Aequorea sp. MW-2012,31
TW_201706,B,1,Anisolpidium rosenvingei,27
TW_201706,B,1,Attheya longicornis,15
TW_201706,B,1,Bathycoccus prasinos,7533
TW_201706,B,1,Caulacanthus ustulatus,51
TW_201706,B,1,Chaetoceros socialis,6
TW_201706,B,1,Chrysochromulina sp. CCMP291,18
TW_201706,B,1,Cliona chilensis,14
TW_201706,B,1,Clytia languida,4
TW_201706,B,1,Cylindrotheca closterium,3312
TW_201706,B,1,Cylindrotheca fusiformis,4
TW_201706,B,1,Cymbomonas tetramitiformis,28
TW_201706,B,1,Cyphoderia cf. compressa,3
TW_201706,B,1,Dendraster excentricus,2028
TW_201706,B,1,Dolichomastix tenuilepis,14
TW_201706,B,1,Emiliania huxleyi,2265
TW_201706,B,1,Gelidium vagum,15
TW_201706,B,1,Gracilaria vermiculophylla,619
TW_201706,B,1,Harpacticoida sp. DNZ085,21
TW_201706,B,1,Hemipodia simplex,33
TW_201706,B,1,Lichtheimia ramosa,3
TW_201706,B,1,Maculaura alaskensis,8
TW_201706,B,1,Mayamaea permitis,3
TW_201706,B,1,Micromonas pusilla,5624
TW_201706,B,1,Minutocellus polymorphus,5158
TW_201706,B,1,Monocorophium acherusicum,5
TW_201706,B,1,Navicula cryptocephala,228
TW_201706,B,1,Navicula sp. BOLD:AAO6951,8
TW_201706,B,1,Nereis vexillosa,3
TW_201706,B,1,Nitzschia cf. promare,11
TW_201706,B,1,Nitzschia longissima,200
TW_201706,B,1,Nitzschia palea,17
TW_201706,B,1,Nuttallia olivacea,56
TW_201706,B,1,Ostrea lurida,746
TW_201706,B,1,Paracalanus sp. C AC-2013,163
TW_201706,B,1,Pisaster brevispinus,27
TW_201706,B,1,Pisaster ochraceus,103
TW_201706,B,1,Plagiogramma sp. IAL-2014a,6
TW_201706,B,1,Polychaeta sp. BOLD:ACQ0474,108
TW_201706,B,1,Porichthys notatus,23
TW_201706,B,1,Poteriospumella lacustris,14
TW_201706,B,1,Prasinoderma coloniale,433
TW_201706,B,1,Pseudochattonella farcimen,293
TW_201706,B,1,Pythium sp. CAL-2011c,8
TW_201706,B,1,Rhizosolenia setigera,2715
TW_201706,B,1,Saprolegnia diclina,15
TW_201706,B,1,Skeletonema dohrnii,427
TW_201706,B,1,Thalassionema nitzschioides,20
TW_201706,B,1,Thalassiosira nordenskioeldii,1111
TW_201706,B,1,Thecamonas trahens,4
TW_201706,B,1,Triparma laevis,576
TW_201706,B,1,NA,73281
TW_201706,B,2,Aequorea sp. MW-2012,275
TW_201706,B,2,Alitta sp. CMC01,52
TW_201706,B,2,Amphicaryon earnesti,18
TW_201706,B,2,Anisolpidium rosenvingei,16
TW_201706,B,2,Asterionellopsis guyunusae,15
TW_201706,B,2,Attheya longicornis,9
TW_201706,B,2,Bathycoccus prasinos,2186
TW_201706,B,2,Chaetoceros socialis,40
TW_201706,B,2,Chrysochromulina sp. CCMP291,11
TW_201706,B,2,Clytia languida,6
TW_201706,B,2,Cylindrotheca closterium,2023
TW_201706,B,2,Cymbomonas tetramitiformis,11
TW_201706,B,2,Cyphoderia cf. compressa,2
TW_201706,B,2,Dendraster excentricus,227
TW_201706,B,2,Dolichomastix tenuilepis,36
TW_201706,B,2,Emiliania huxleyi,1729
TW_201706,B,2,Gracilaria vermiculophylla,1030
TW_201706,B,2,Lichtheimia ramosa,27
TW_201706,B,2,Maculaura alaskensis,109
TW_201706,B,2,Micromonas pusilla,3879
TW_201706,B,2,Minutocellus polymorphus,2279
TW_201706,B,2,Nanomia cara,9
TW_201706,B,2,Navicula cryptocephala,107
TW_201706,B,2,Navicula sp. BOLD:AAO6951,8
TW_201706,B,2,Nitzschia cf. promare,50
TW_201706,B,2,Nitzschia longissima,11
TW_201706,B,2,Nitzschia palea,20
TW_201706,B,2,Nuttallia olivacea,26
TW_201706,B,2,Ostrea lurida,617
TW_201706,B,2,Paracalanus sp. C AC-2013,180
TW_201706,B,2,Phaeocystis antarctica,164
TW_201706,B,2,Pinnularia acrosphaeria,9
TW_201706,B,2,Pisaster brevispinus,79
TW_201706,B,2,Pisaster ochraceus,40
TW_201706,B,2,Polychaeta sp. BOLD:ACQ0474,285
TW_201706,B,2,Prasinoderma coloniale,908
TW_201706,B,2,Pseudochattonella farcimen,473
TW_201706,B,2,Pyropia haitanensis,6
TW_201706,B,2,Pythium sp. CAL-2011c,29
TW_201706,B,2,Rhizosolenia setigera,1946
TW_201706,B,2,Saprolegnia diclina,29
TW_201706,B,2,Skeletonema dohrnii,533
TW_201706,B,2,Thalassionema nitzschioides,7
TW_201706,B,2,Thalassiosira nordenskioeldii,315
TW_201706,B,2,Triparma laevis,322
TW_201706,B,2,Wildemania amplissima,1
TW_201706,B,2,NA,51827
TW_201706,B,3,Aequorea sp. MW-2012,397
TW_201706,B,3,Anisolpidium rosenvingei,18
TW_201706,B,3,Asterionellopsis guyunusae,16
TW_201706,B,3,Bathycoccus prasinos,5109
TW_201706,B,3,Caulacanthus ustulatus,33
TW_201706,B,3,Chaetoceros socialis,59
TW_201706,B,3,Chrysochromulina sp. CCMP291,47
TW_201706,B,3,Crassostrea gigas,9
TW_201706,B,3,Cylindrotheca closterium,3074
TW_201706,B,3,Cymbomonas tetramitiformis,144
TW_201706,B,3,Dendraster excentricus,1733
TW_201706,B,3,Dolichomastix tenuilepis,59
TW_201706,B,3,Emiliania huxleyi,1412
TW_201706,B,3,Gracilaria vermiculophylla,1832
TW_201706,B,3,Harpacticoida sp. DNZ085,559
TW_201706,B,3,Hemipodia simplex,204
TW_201706,B,3,Homo sapiens,6
TW_201706,B,3,Lichtheimia ramosa,56
TW_201706,B,3,Micromonas pusilla,8396
TW_201706,B,3,Minutocellus polymorphus,4241
TW_201706,B,3,Mytilus trossulus,23
TW_201706,B,3,Navicula cryptocephala,241
TW_201706,B,3,Navicula sp. BOLD:AAO6951,6
TW_201706,B,3,Nitzschia cf. recta RT-2009,3
TW_201706,B,3,Nitzschia longissima,498
TW_201706,B,3,Nuttallia olivacea,23
TW_201706,B,3,Ostrea lurida,21
TW_201706,B,3,Paracalanus sp. C AC-2013,273
TW_201706,B,3,Pedospumella sinomuralis,16
TW_201706,B,3,Pinnularia acrosphaeria,31
TW_201706,B,3,Pisaster brevispinus,44
TW_201706,B,3,Pisaster ochraceus,29
TW_201706,B,3,Polychaeta sp. BOLD:ACQ0474,1353
TW_201706,B,3,Poteriospumella lacustris,6
TW_201706,B,3,Prasinoderma coloniale,490
TW_201706,B,3,Protoperidinium cf. depressum,53
TW_201706,B,3,Pseudo-nitzschia cuspidata,5
TW_201706,B,3,Pseudochattonella farcimen,874
TW_201706,B,3,Pyropia haitanensis,56
TW_201706,B,3,Pythium sp. CAL-2011c,39
TW_201706,B,3,Rhizosolenia setigera,3497
TW_201706,B,3,Rhodotorula taiwanensis,50
TW_201706,B,3,Ruditapes philippinarum,74
TW_201706,B,3,Saprolegnia diclina,8
TW_201706,B,3,Skeletonema dohrnii,1011
TW_201706,B,3,Thalassiosira nordenskioeldii,1619
TW_201706,B,3,Triparma laevis,1134
TW_201706,B,3,NA,107861
TW_201706,C,1,Asterionellopsis guyunusae,21
TW_201706,C,1,Bathycoccus prasinos,429
TW_201706,C,1,Calanus pacificus,22
TW_201706,C,1,Cylindrotheca closterium,353
TW_201706,C,1,Emiliania huxleyi,370
TW_201706,C,1,Micromonas pusilla,825
TW_201706,C,1,Minutocellus polymorphus,174
TW_201706,C,1,Paracalanus sp. C AC-2013,28
TW_201706,C,1,Penicillium rubens,118
TW_201706,C,1,Pseudochattonella farcimen,36
TW_201706,C,1,Rhizosolenia setigera,705
TW_201706,C,1,Ruditapes philippinarum,241
TW_201706,C,1,Skeletonema dohrnii,286
TW_201706,C,1,Thalassiosira nordenskioeldii,111
TW_201706,C,1,Triparma laevis,258
TW_201706,C,1,NA,10844
TW_201706,C,2,Asterionellopsis guyunusae,140
TW_201706,C,2,Bathycoccus prasinos,1762
TW_201706,C,2,Cylindrotheca closterium,847
TW_201706,C,2,Emiliania huxleyi,4061
TW_201706,C,2,Micromonas pusilla,3941
TW_201706,C,2,Navicula cryptocephala,82
TW_201706,C,2,Paracalanus sp. C AC-2013,337
TW_201706,C,2,Pythium sp. CAL-2011c,201
TW_201706,C,2,Rhizosolenia setigera,6222
TW_201706,C,2,Ruditapes philippinarum,288
TW_201706,C,2,Skeletonema dohrnii,704
TW_201706,C,2,Thalassiosira nordenskioeldii,2716
TW_201706,C,2,NA,49402
TW_201707,A,1,Bathycoccus prasinos,3643
TW_201707,A,1,Chrysochromulina sp. CCMP291,47
TW_201707,A,1,Cylindrotheca closterium,66
TW_201707,A,1,Dictyocha speculum,12
TW_201707,A,1,Emiliania huxleyi,69697
TW_201707,A,1,Harpacticoida sp. DNZ085,315
TW_201707,A,1,Hincksia hincksiae,148
TW_201707,A,1,Micromonas pusilla,8854
TW_201707,A,1,Minutocellus polymorphus,35610
TW_201707,A,1,Navicula cryptocephala,10
TW_201707,A,1,Nitzschia palea,9
TW_201707,A,1,Phaeocystis antarctica,77
TW_201707,A,1,Poteriospumella lacustris,92
TW_201707,A,1,Pseudochattonella farcimen,82
TW_201707,A,1,Rhizosolenia setigera,4
TW_201707,A,1,Skeletonema dohrnii,63
TW_201707,A,1,Thalassiosira nordenskioeldii,763
TW_201707,A,1,Triparma laevis,230
TW_201707,A,1,NA,137939
TW_201707,A,2,Bathycoccus prasinos,2998
TW_201707,A,2,Chrysochromulina sp. CCMP291,22
TW_201707,A,2,Coscinodiscus wailesii,37
TW_201707,A,2,Cylindrotheca closterium,25
TW_201707,A,2,Emiliania huxleyi,35693
TW_201707,A,2,Harpacticoida sp. DNZ085,154
TW_201707,A,2,Hincksia hincksiae,37
TW_201707,A,2,Micromonas pusilla,4492
TW_201707,A,2,Minutocellus polymorphus,20173
TW_201707,A,2,Phaeocystis antarctica,40
TW_201707,A,2,Poteriospumella lacustris,32
TW_201707,A,2,Pseudochattonella farcimen,66
TW_201707,A,2,Rhizosolenia setigera,3
TW_201707,A,2,Saprolegnia diclina,23
TW_201707,A,2,Skeletonema dohrnii,33
TW_201707,A,2,Stiliger fuscovittatus,88
TW_201707,A,2,Thalassiosira nordenskioeldii,492
TW_201707,A,2,Triparma laevis,87
TW_201707,A,2,NA,67251
TW_201707,A,3,Bathycoccus prasinos,2021
TW_201707,A,3,Chrysochromulina sp. CCMP291,5
TW_201707,A,3,Cylindrotheca closterium,35
TW_201707,A,3,Cymbomonas tetramitiformis,2
TW_201707,A,3,Emiliania huxleyi,46231
TW_201707,A,3,Gracilaria vermiculophylla,11
TW_201707,A,3,Harpacticoida sp. DNZ085,191
TW_201707,A,3,Hincksia hincksiae,19
TW_201707,A,3,Micromonas pusilla,4471
TW_201707,A,3,Minutocellus polymorphus,22896
TW_201707,A,3,Navicula cryptocephala,3
TW_201707,A,3,Phaeocystis antarctica,50
TW_201707,A,3,Poteriospumella lacustris,48
TW_201707,A,3,Prasinoderma coloniale,40
TW_201707,A,3,Pseudochattonella farcimen,53
TW_201707,A,3,Skeletonema dohrnii,42
TW_201707,A,3,Thalassiosira nordenskioeldii,542
TW_201707,A,3,Triparma laevis,99
TW_201707,A,3,NA,100763
TW_201707,B,1,Bathycoccus prasinos,1714
TW_201707,B,1,Cylindrotheca closterium,28
TW_201707,B,1,Emiliania huxleyi,32961
TW_201707,B,1,Gracilaria vermiculophylla,5
TW_201707,B,1,Hincksia hincksiae,31
TW_201707,B,1,Micromonas pusilla,3250
TW_201707,B,1,Minutocellus polymorphus,17254
TW_201707,B,1,Phaeocystis antarctica,72
TW_201707,B,1,Poteriospumella lacustris,41
TW_201707,B,1,Pseudochattonella farcimen,31
TW_201707,B,1,Skeletonema dohrnii,32
TW_201707,B,1,Thalassiosira nordenskioeldii,381
TW_201707,B,1,Triparma laevis,120
TW_201707,B,1,NA,65557
TW_201707,B,2,Bathycoccus prasinos,2652
TW_201707,B,2,Chrysochromulina sp. CCMP291,26
TW_201707,B,2,Cylindrotheca closterium,42
TW_201707,B,2,Ditylum brightwellii,4
TW_201707,B,2,Emiliania huxleyi,33957
TW_201707,B,2,Hincksia hincksiae,98
TW_201707,B,2,Micromonas pusilla,5980
TW_201707,B,2,Minutocellus polymorphus,22373
TW_201707,B,2,Mytilus trossulus,5
TW_201707,B,2,Nitzschia palea,2
TW_201707,B,2,Phaeocystis antarctica,192
TW_201707,B,2,Poteriospumella lacustris,104
TW_201707,B,2,Prasinoderma coloniale,14
TW_201707,B,2,Pseudochattonella farcimen,134
TW_201707,B,2,Saxidomus gigantea,4
TW_201707,B,2,Skeletonema dohrnii,70
TW_201707,B,2,Thalassiosira nordenskioeldii,745
TW_201707,B,2,Triparma laevis,188
TW_201707,B,2,NA,68264
TW_201707,B,3,Bathycoccus prasinos,1922
TW_201707,B,3,Calanus pacificus,4
TW_201707,B,3,Chrysochromulina sp. CCMP291,9
TW_201707,B,3,Cylindrotheca closterium,46
TW_201707,B,3,Emiliania huxleyi,38108
TW_201707,B,3,Hincksia hincksiae,62
TW_201707,B,3,Micromonas pusilla,4209
TW_201707,B,3,Minutocellus polymorphus,20380
TW_201707,B,3,Phaeocystis antarctica,105
TW_201707,B,3,Poteriospumella lacustris,47
TW_201707,B,3,Prasinoderma coloniale,3
TW_201707,B,3,Pseudochattonella farcimen,82
TW_201707,B,3,Skeletonema dohrnii,36
TW_201707,B,3,Thalassiosira nordenskioeldii,373
TW_201707,B,3,Triparma laevis,104
TW_201707,B,3,NA,74881
TW_201707,C,1,Bathycoccus prasinos,1007
TW_201707,C,1,Chrysochromulina sp. CCMP291,5
TW_201707,C,1,Cylindrotheca closterium,54
TW_201707,C,1,Emiliania huxleyi,21451
TW_201707,C,1,Gracilaria vermiculophylla,18
TW_201707,C,1,Harpacticoida sp. DNZ085,86
TW_201707,C,1,Hincksia hincksiae,24
TW_201707,C,1,Micromonas pusilla,2176
TW_201707,C,1,Minutocellus polymorphus,11356
TW_201707,C,1,Nitzschia palea,5
TW_201707,C,1,Phaeocystis antarctica,41
TW_201707,C,1,Poteriospumella lacustris,16
TW_201707,C,1,Pseudochattonella farcimen,16
TW_201707,C,1,Skeletonema dohrnii,21
TW_201707,C,1,Thalassiosira nordenskioeldii,250
TW_201707,C,1,Triparma laevis,36
TW_201707,C,1,NA,46611
TW_201707,C,2,Bathycoccus prasinos,2902
TW_201707,C,2,Chrysochromulina sp. CCMP291,17
TW_201707,C,2,Cylindrotheca closterium,132
TW_201707,C,2,Cymbomonas tetramitiformis,4
TW_201707,C,2,Emiliania huxleyi,38531
TW_201707,C,2,Gracilaria vermiculophylla,43
TW_201707,C,2,Harpacticoida sp. DNZ085,388
TW_201707,C,2,Hincksia hincksiae,114
TW_201707,C,2,Micromonas pusilla,5382
TW_201707,C,2,Minutocellus polymorphus,23163
TW_201707,C,2,Navicula cryptocephala,18
TW_201707,C,2,Nitzschia palea,13
TW_201707,C,2,Phaeocystis antarctica,152
TW_201707,C,2,Poteriospumella lacustris,58
TW_201707,C,2,Prasinoderma coloniale,3
TW_201707,C,2,Pseudochattonella farcimen,172
TW_201707,C,2,Pythium sp. CAL-2011c,6
TW_201707,C,2,Skeletonema dohrnii,56
TW_201707,C,2,Thalassiosira nordenskioeldii,514
TW_201707,C,2,Triparma laevis,156
TW_201707,C,2,NA,83286
TW_201707,C,3,Bathycoccus prasinos,1467
TW_201707,C,3,Chrysochromulina sp. CCMP291,32
TW_201707,C,3,Cylindrotheca closterium,94
TW_201707,C,3,Emiliania huxleyi,22670
TW_201707,C,3,Gracilaria vermiculophylla,34
TW_201707,C,3,Harpacticoida sp. DNZ085,191
TW_201707,C,3,Hincksia hincksiae,42
TW_201707,C,3,Micromonas pusilla,2887
TW_201707,C,3,Minutocellus polymorphus,13800
TW_201707,C,3,Navicula cryptocephala,11
TW_201707,C,3,Nitzschia palea,12
TW_201707,C,3,Phaeocystis antarctica,40
TW_201707,C,3,Poteriospumella lacustris,32
TW_201707,C,3,Prasinoderma coloniale,12
TW_201707,C,3,Pseudochattonella farcimen,44
TW_201707,C,3,Skeletonema dohrnii,33
TW_201707,C,3,Thalassiosira nordenskioeldii,337
TW_201707,C,3,Triparma laevis,81
TW_201707,C,3,NA,50846
TW_201708,A,1,Bathycoccus prasinos,11204
TW_201708,A,1,Cylindrotheca closterium,26
TW_201708,A,1,Cymbomonas tetramitiformis,88
TW_201708,A,1,Dictyocha speculum,32
TW_201708,A,1,Emiliania huxleyi,213
TW_201708,A,1,Gracilaria vermiculophylla,51
TW_201708,A,1,Homo sapiens,13
TW_201708,A,1,Littorina plena,120
TW_201708,A,1,Melosira nummuloides,13
TW_201708,A,1,Micromonas pusilla,14609
TW_201708,A,1,Minutocellus polymorphus,2071
TW_201708,A,1,Nitzschia palea,27
TW_201708,A,1,Paracalanus sp. C AC-2013,42
TW_201708,A,1,Poteriospumella lacustris,41
TW_201708,A,1,Pseudochattonella farcimen,318
TW_201708,A,1,Rhizosolenia setigera,94
TW_201708,A,1,Ruditapes philippinarum,49
TW_201708,A,1,Thalassiosira nordenskioeldii,37
TW_201708,A,1,NA,55620
TW_201708,A,2,Bathycoccus prasinos,26941
TW_201708,A,2,Cylindrotheca closterium,405
TW_201708,A,2,Cymbomonas tetramitiformis,702
TW_201708,A,2,Dictyocha speculum,44
TW_201708,A,2,Emiliania huxleyi,227
TW_201708,A,2,Homo sapiens,204
TW_201708,A,2,Melosira nummuloides,115
TW_201708,A,2,Micromonas pusilla,46189
TW_201708,A,2,Minutocellus polymorphus,6192
TW_201708,A,2,Mytilus trossulus,2
TW_201708,A,2,Nuttallia olivacea,2
TW_201708,A,2,Paracalanus sp. C AC-2013,66
TW_201708,A,2,Poteriospumella lacustris,9
TW_201708,A,2,Pseudochattonella farcimen,860
TW_201708,A,2,Rhizosolenia setigera,326
TW_201708,A,2,Saprolegnia diclina,21
TW_201708,A,2,Skeletonema dohrnii,19
TW_201708,A,2,Triparma laevis,103
TW_201708,A,2,NA,132681
TW_201708,A,3,Bathycoccus prasinos,8032
TW_201708,A,3,Coscinodiscus wailesii,4
TW_201708,A,3,Cylindrotheca closterium,139
TW_201708,A,3,Cymbomonas tetramitiformis,206
TW_201708,A,3,Littorina plena,3
TW_201708,A,3,Melosira nummuloides,64
TW_201708,A,3,Micromonas pusilla,12585
TW_201708,A,3,Minutocellus polymorphus,623
TW_201708,A,3,Mytilus trossulus,6
TW_201708,A,3,Navicula cryptocephala,5
TW_201708,A,3,Paracalanus sp. C AC-2013,22
TW_201708,A,3,Poteriospumella lacustris,7
TW_201708,A,3,Pseudochattonella farcimen,55
TW_201708,A,3,Rhizosolenia setigera,9
TW_201708,A,3,Ruditapes philippinarum,8
TW_201708,A,3,Skeletonema dohrnii,5
TW_201708,A,3,Thalassiosira nordenskioeldii,1
TW_201708,A,3,Triparma laevis,8
TW_201708,A,3,NA,35469
TW_201708,B,1,Bathycoccus prasinos,15033
TW_201708,B,1,Calanus pacificus,94
TW_201708,B,1,Cylindrotheca closterium,196
TW_201708,B,1,Cymbomonas tetramitiformis,227
TW_201708,B,1,Dictyocha speculum,51
TW_201708,B,1,Ectocarpus siliculosus,14
TW_201708,B,1,Emiliania huxleyi,285
TW_201708,B,1,Gallus gallus,7
TW_201708,B,1,Homo sapiens,32
TW_201708,B,1,Lichtheimia ramosa,6
TW_201708,B,1,Melosira nummuloides,63
TW_201708,B,1,Micromonas pusilla,23532
TW_201708,B,1,Minutocellus polymorphus,2506
TW_201708,B,1,Navicula cryptocephala,10
TW_201708,B,1,Oncorhynchus tshawytscha,9
TW_201708,B,1,Paracalanus sp. C AC-2013,176
TW_201708,B,1,Poteriospumella lacustris,31
TW_201708,B,1,Pseudochattonella farcimen,129
TW_201708,B,1,Rhizosolenia setigera,25
TW_201708,B,1,Saprolegnia diclina,34
TW_201708,B,1,Triparma laevis,33
TW_201708,B,1,NA,67625
TW_201708,B,2,Bathycoccus prasinos,11143
TW_201708,B,2,Calanus pacificus,111
TW_201708,B,2,Coscinodiscus wailesii,10
TW_201708,B,2,Cylindrotheca closterium,22
TW_201708,B,2,Cymbomonas tetramitiformis,272
TW_201708,B,2,Dictyocha speculum,13
TW_201708,B,2,Ditylum brightwellii,14
TW_201708,B,2,Dolichomastix tenuilepis,52
TW_201708,B,2,Emiliania huxleyi,136
TW_201708,B,2,Gracilaria vermiculophylla,27
TW_201708,B,2,Littorina plena,31
TW_201708,B,2,Micromonas pusilla,15227
TW_201708,B,2,Minutocellus polymorphus,2236
TW_201708,B,2,Navicula cryptocephala,27
TW_201708,B,2,Paracalanus sp. C AC-2013,260
TW_201708,B,2,Poteriospumella lacustris,73
TW_201708,B,2,Pseudochattonella farcimen,333
TW_201708,B,2,Rhizosolenia setigera,58
TW_201708,B,2,Skeletonema dohrnii,11
TW_201708,B,2,Thalassiosira nordenskioeldii,10
TW_201708,B,2,NA,56117
TW_201708,B,3,Balanus glandula,17
TW_201708,B,3,Bathycoccus prasinos,12455
TW_201708,B,3,Calanus pacificus,36
TW_201708,B,3,Cylindrotheca closterium,48
TW_201708,B,3,Cymbomonas tetramitiformis,199
TW_201708,B,3,Emiliania huxleyi,418
TW_201708,B,3,Gallus gallus,51
TW_201708,B,3,Gracilaria vermiculophylla,5
TW_201708,B,3,Hincksia hincksiae,29
